0,word_count
depth,1
depressing,1
depressed,1
depaul,1
department,1
dense,1
delight,1
deliciously,1
delicately,1
delicacy,1
delectable,1
defensive,1
deeply,1
decoration,1
decorated,1
declined,1
deck,1
capable,1
canned,1
passes,1
agree,1
allowed,1
allow,1
albeit,1
alaskan,1
alarm,1
aioli,1
ahh,1
ahem,1
ahead,1
ah-mazing,1
agreed,1
aggravation,1
candy,1
affection,1
adventure,1
advantage,1
addressed,1
additional,1
adding,1
addiction,1
addicted,1
actor,1
acting,1
acknowledging,1
alright,1
america,1
amiright,1
among,1
artificial,1
articles,1
arrived,1
army,1
approximately,1
appropriate,1
appreciate,1
applicable,1
applaud,1
appetizer,1
appeasing,1
appear,1
appealed,1
apologizing,1
apologize,1
apart,1
anywhere,1
anxious,1
anticipated,1
annoyances,1
anniversary,1
anne,1
amongst,1
achy,1
accord,1
accidentally,1
4-5pm,1
25%,1
20,1
16oz,1
1215pm,1
12,1
07,1
00,1
0,1
-look,1
-dry,1
'round,1
'prepared',1
'em,1
'deal',1
'classic',1
'baguettes',1
$3-5,1
$20,1
$2-3,1
$15,1
$11,1
$$$,1
#confused,1
3pm,1
45,1
accident,1
5-7,1
accepted,1
accept,1
accent,1
abuse,1
abundant,1
absolute,1
a-ok,1
a+,1
9pm,1
90+,1
9,1
8:20,1
8:15,1
8:00am,1
83,1
7:45pm,1
6-9,1
6-8,1
5pricing:,1
5prices3,1
5macaroons,1
5ham,1
5bread,1
artsy,1
asap,1
ashamed,1
breadi,1
boystown,1
boyfriends,1
bowl,1
bourgeois,1
boulongerie,1
boulangerie's,1
bou,1
bottle,1
bothersome,1
bolognese,1
blueberries,1
blue,1
blowing,1
blood,1
block,1
blizzard,1
blew,1
blame,1
blackboard,1
bittersweet,1
bitter,1
bits,1
bites,1
brazen,1
bready,1
bitch,1
breakdown,1
cam,1
calling,1
cafes,1
cab,1
c,1
buzzing,1
buttercream,1
busing,1
business,1
burned,1
burn,1
bunch,1
bumping,1
bummer,1
bulk,1
build,1
buffet,1
broken,1
broadway,1
brioche,1
bring,1
brimming,1
breaking,1
bitchy,1
bistros,1
ashley's,1
background,1
aww-ing,1
awkward,1
awesomeness,1
avoid,1
ave,1
availability,1
autumn,1
automatically,1
attract,1
attention,1
attended,1
attempting,1
attempted,1
atop,1
atlantic,1
atlanta,1
assuming,1
assumed,1
assume,1
ass,1
aspects,1
aspect,1
asian,1
b,1
bags,1
birthday,1
baker,1
bin,1
bill,1
bike,1
bf's,1
bf,1
beyond,1
benefits,1
benchmark,1
beloved,1
belomont,1
beignets,1
beginning,1
beerlympics,1
becoming,1
beat,1
bearings,1
batards,1
bastard,1
basket,1
basically,1
bases,1
base,1
barely,1
elderflower,1
election,1
elevates,1
maccarons,1
matter,1
math,1
marvelous,1
marking,1
mannerisms,1
manner,1
managed,1
maintained,1
madeleines,1
made-to-order,1
macchiato,1
m-sa,1
else,1
m,1
lunchtime,1
lower,1
loving,1
lovers,1
loud,1
loop,1
lol,1
lodged,1
local-feel,1
lobster,1
mature,1
mayonnaise,1
mcdonald's,1
meant,1
minel,1
min,1
miles,1
microscope,1
mexican,1
metropolis,1
method,1
messages,1
message,1
mesmerized,1
menu-chalkboard,1
mentioning,1
mentioned,1
mental,1
memory,1
melting,1
melt,1
melded,1
meilleure,1
meeting,1
meet,1
meatless,1
meanwhile,1
loba,1
loaded,1
lives,1
laser,1
lake,1
lait,1
lacked,1
l-shaped,1
kudos,1
knowledgable,1
knowing,1
knowi,1
knock,1
kinda,1
killer,1
kid,1
kickoff,1
kelsey,1
justifies,1
julius,1
judgmental,1
judge,1
jubilant,1
jovial,1
jolly,1
joe's,1
jewel-osco,1
land,1
lastly,1
lit,1
latter,1
lists,1
liquids,1
lime-ish,1
liked,1
lighter,1
lifesaver,1
lettuce,1
lesson,1
lemonade,1
lemon-poppyseed,1
lemon-flavored,1
legitimately,1
leaving,1
leaves,1
leave,1
learning,1
learned:1,1
leaking,1
leading,1
lead,1
layout,1
layer,1
#5,1
mini,1
minor,1
mint,1
opening,1
one-on-one,1
omg,1
older,1
old-tasting,1
okaythe,1
oily,1
ohhhh,1
officially,1
off-putting,1
odd,1
obvious,1
observatory,1
nutty,1
nuttella,1
nuts,1
nutrella,1
number,1
nuisance,1
notifying,1
notice,1
noted,1
note,1
not-a-big-deal,1
onion,1
oprah,1
nooooo,1
opt,1
particular,1
parisian-styled,1
paris-definetly,1
par,1
pan,1
palate,1
pair,1
packing,1
packets,1
ownership,1
owners,1
owe,1
overwhelming,1
ovens,1
outgoing,1
ounces,1
oui,1
oriented,1
organic,1
orders,1
ordered:goat,1
orange,1
optimistic,1
nope,1
noon,1
minute,1
munching,1
muffin,1
much-needed,1
ms,1
mozzerella,1
move,1
mother's,1
mostly,1
mornings,1
moreover,1
monsieur,1
money's,1
moment,1
moly,1
moist,1
modified,1
modern,1
mod,1
mochas,1
mmmmmmm,1
mmm,1
mistake,1
missed,1
miserable,1
multitude,1
mushy,1
nonfunctioning,1
music,1
nonetheless,1
non-traditional,1
non-coffee,1
non-chain,1
nitpickyand,1
nights,1
nicer,1
nicebeautiful,1
newcomers,1
neither,1
neighbors,1
negativity,1
needs,1
neatly,1
neat,1
natural,1
native,1
narrow,1
nailed,1
mélange,1
muttered,1
musty,1
mustard,1
jewel,1
jaw,1
jamon,1
food2,1
flying,1
fly,1
fluke,1
fluffed,1
floriole,1
floor,1
flipped,1
flaws,1
flashers,1
fixings,1
fixing,1
fix,1
fitting,1
fit,1
finishthan,1
finished,1
finicky,1
finest,1
fig,1
field,1
ferments,1
fence,1
fell,1
follow,1
foodie,1
featuring,1
foods,1
fully,1
fulfill,1
frustrating,1
fruits,1
friendy,1
friendlyi,1
friday,1
freshness,1
freshly-baked,1
fresher,1
frequently,1
frequenting,1
frenchman,1
freezing,1
fraud,1
français,1
francisco,1
fournette,1
formerly,1
forgot,1
forget,1
foremost,1
forcing,1
feels,1
fear,1
garnished,1
expect,1
excusing,1
exciting,1
exact,1
et,1
establishments,1
essence,1
epis,1
epiphany,1
entryway,1
entremet,1
enticing,1
enticed,1
enthralling,1
enjoyable,1
english,1
engaged,1
energy,1
ending,1
encouraged,1
en,1
emphasis,1
emailed,1
elsewhere,1
expansive,1
expectedthanks,1
favors,1
expecting,1
favorites,1
favor,1
fate,1
fat,1
faster,1
fanciness,1
familiar,1
falls,1
fallen,1
fairness,1
fairly,1
facts,1
factor,1
facing,1
facetime,1
fab,1
exterior,1
explosion,1
explanation,1
explained,1
explain,1
experiencing,1
experienced,1
garbage,1
general,1
it'll,1
inches,1
improving,1
impress,1
importantly,1
important,1
imitation,1
ice,1
husband's,1
hurt,1
hunching,1
hrs,1
housemade,1
hotel,1
hospitality,1
hopefully,1
hoped,1
honestly,1
home-made,1
hollow,1
hold,1
hmm,1
hipster,1
hip,1
hill,1
in-house,1
incident,1
hid,1
inclined,1
ipad,1
involved,1
intricately,1
intricate,1
intentions,1
intensely,1
intense,1
intelligentsia,1
insulting,1
instantly,1
ingredient,1
industry,1
indulgence,1
indulge,1
indoors,1
indolent,1
indifferent,1
indicating,1
indicate,1
inconsistent,1
incompetent,1
included,1
include,1
hide,1
helped,1
generically,1
grey,1
greater,1
grape,1
granulated,1
grand,1
grabbing,1
grabbed,1
grab,1
gotten,1
gotta,1
gorgeous,1
gooood,1
goodies,1
good:,1
glue,1
glorified,1
gloppy,1
globally,1
glass,1
gives,1
girlfriend,1
ghetto,1
ger,1
generous,1
greeted,1
grime,1
hello,1
grimy,1
hefty,1
heavily,1
heave,1
hearty,1
heart,1
heap,1
healthy,1
heads,1
heading,1
harsh,1
happily,1
happens,1
hangry,1
hanging,1
handed,1
hand,1
halsted,1
halfway,1
hadit's,1
guarantee,1
group,1
gross,1
griping,1
zucchini,1
