Department,date,year,MonthN,WeekD,SEASONAL,DAY_PART,Quantity,Net Total,Avg Sale per Product
Bread,3/12/18,2018,3,Mon,Cool Season,03-Early Evening,33,115.65,3.504545455
Bread,3/12/18,2018,3,Mon,Cool Season,04-Evening,6,20.6,3.433333333
Bread,3/13/18,2018,3,Tue,Cool Season,01-Morning,9,34.65,3.85
Bread,3/13/18,2018,3,Tue,Cool Season,02-Afternoon,17,59,3.470588235
Bread,3/13/18,2018,3,Tue,Cool Season,03-Early Evening,25,85,3.4
Bread,3/13/18,2018,3,Tue,Cool Season,04-Evening,9,32.25,3.583333333
Bread,3/14/18,2018,3,Wed,Cool Season,01-Morning,10,48.5,4.85
Bread,3/14/18,2018,3,Wed,Cool Season,02-Afternoon,24,73.7,3.070833333
Bread,3/14/18,2018,3,Wed,Cool Season,03-Early Evening,18,70.55,3.919444444
Bread,3/14/18,2018,3,Wed,Cool Season,04-Evening,10,38.5,3.85
Bread,3/15/18,2018,3,Thu,Cool Season,01-Morning,4,14.5,3.625
Bread,3/15/18,2018,3,Thu,Cool Season,02-Afternoon,19,71,3.736842105
Bread,3/15/18,2018,3,Thu,Cool Season,03-Early Evening,21,71.05,3.383333333
Bread,3/15/18,2018,3,Thu,Cool Season,04-Evening,13,39.25,3.019230769
Bread,3/16/18,2018,3,Fri,Cool Season,01-Morning,9,34.15,3.794444444
Bread,3/16/18,2018,3,Fri,Cool Season,02-Afternoon,27,107,3.962962963
Bread,3/16/18,2018,3,Fri,Cool Season,03-Early Evening,15,61.5,4.1
Bread,3/16/18,2018,3,Fri,Cool Season,04-Evening,3,8.3,2.766666667
Bread,3/17/18,2018,3,Sat,Cool Season,01-Morning,52,236.6,4.55
Bread,3/17/18,2018,3,Sat,Cool Season,02-Afternoon,39,182,4.666666667
Bread,3/17/18,2018,3,Sat,Cool Season,03-Early Evening,8,34,4.25
Bread,3/18/18,2018,3,Sun,Cool Season,01-Morning,27,106.8,3.955555556
Bread,3/18/18,2018,3,Sun,Cool Season,02-Afternoon,55,213.5,3.881818182
Bread,3/19/18,2018,3,Mon,Cool Season,01-Morning,13,52.3,4.023076923
Bread,3/19/18,2018,3,Mon,Cool Season,02-Afternoon,25,82.55,3.302
Bread,3/19/18,2018,3,Mon,Cool Season,03-Early Evening,27,115.15,4.264814815
Bread,3/19/18,2018,3,Mon,Cool Season,04-Evening,5,19,3.8
Bread,3/20/18,2018,3,Tue,Cool Season,01-Morning,23,76.05,3.306521739
Bread,3/20/18,2018,3,Tue,Cool Season,02-Afternoon,21,86.05,4.097619048
Bread,3/20/18,2018,3,Tue,Cool Season,03-Early Evening,34,126.4,3.717647059
Bread,3/20/18,2018,3,Tue,Cool Season,04-Evening,10,43,4.3
Bread,3/21/18,2018,3,Wed,Cool Season,01-Morning,23,93.5,4.065217391
Bread,3/21/18,2018,3,Wed,Cool Season,02-Afternoon,24,85.7,3.570833333
Bread,3/21/18,2018,3,Wed,Cool Season,03-Early Evening,17,57.8,3.4
Bread,3/21/18,2018,3,Wed,Cool Season,04-Evening,3,11,3.666666667
Bread,3/22/18,2018,3,Thu,Cool Season,01-Morning,21,76,3.619047619
Bread,3/22/18,2018,3,Thu,Cool Season,02-Afternoon,17,60.5,3.558823529
Bread,3/22/18,2018,3,Thu,Cool Season,03-Early Evening,28,106.95,3.819642857
Bread,3/22/18,2018,3,Thu,Cool Season,04-Evening,9,27.6,3.066666667
Bread,3/23/18,2018,3,Fri,Cool Season,01-Morning,25,93.3,3.732
Bread,3/23/18,2018,3,Fri,Cool Season,02-Afternoon,35,134.75,3.85
Bread,3/23/18,2018,3,Fri,Cool Season,03-Early Evening,18,62.8,3.488888889
Bread,3/24/18,2018,3,Sat,Cool Season,01-Morning,62,287,4.629032258
Bread,3/24/18,2018,3,Sat,Cool Season,02-Afternoon,35,159.5,4.557142857
Bread,3/24/18,2018,3,Sat,Cool Season,03-Early Evening,10,43,4.3
Bread,3/24/18,2018,3,Sat,Cool Season,04-Evening,1,3.5,3.5
Bread,3/25/18,2018,3,Sun,Cool Season,01-Morning,28,139.7,4.989285714
Bread,3/25/18,2018,3,Sun,Cool Season,02-Afternoon,30,108.25,3.608333333
Bread,3/25/18,2018,3,Sun,Cool Season,03-Early Evening,1,3.5,3.5
Bread,3/26/18,2018,3,Mon,Cool Season,01-Morning,12,39.45,3.2875
Bread,3/26/18,2018,3,Mon,Cool Season,02-Afternoon,30,117.15,3.905
Bread,3/26/18,2018,3,Mon,Cool Season,03-Early Evening,30,101.85,3.395
Bread,3/26/18,2018,3,Mon,Cool Season,04-Evening,3,10.6,3.533333333
Bread,3/27/18,2018,3,Tue,Cool Season,01-Morning,16,57.6,3.6
Bread,3/27/18,2018,3,Tue,Cool Season,02-Afternoon,19,58.55,3.081578947
Bread,3/27/18,2018,3,Tue,Cool Season,03-Early Evening,27,114.6,4.244444444
Bread,3/27/18,2018,3,Tue,Cool Season,04-Evening,6,18.5,3.083333333
Bread,3/28/18,2018,3,Wed,Cool Season,01-Morning,10,37,3.7
Bread,3/28/18,2018,3,Wed,Cool Season,02-Afternoon,22,91.35,4.152272727
Bread,3/28/18,2018,3,Wed,Cool Season,03-Early Evening,19,83.5,4.394736842
Bread,3/28/18,2018,3,Wed,Cool Season,04-Evening,13,47.5,3.653846154
Bread,3/29/18,2018,3,Thu,Cool Season,01-Morning,18,60.15,3.341666667
Bread,3/29/18,2018,3,Thu,Cool Season,02-Afternoon,23,78.3,3.404347826
Bread,3/29/18,2018,3,Thu,Cool Season,03-Early Evening,33,123.95,3.756060606
Bread,3/29/18,2018,3,Thu,Cool Season,04-Evening,2,8,4
Bread,3/30/18,2018,3,Fri,Cool Season,01-Morning,22,81,3.681818182
Bread,3/30/18,2018,3,Fri,Cool Season,02-Afternoon,29,108.6,3.744827586
Bread,3/30/18,2018,3,Fri,Cool Season,03-Early Evening,24,95.8,3.991666667
Bread,3/30/18,2018,3,Fri,Cool Season,04-Evening,10,38,3.8
Bread,3/31/18,2018,3,Sat,Cool Season,01-Morning,50,204,4.08
Bread,3/31/18,2018,3,Sat,Cool Season,02-Afternoon,40,187.15,4.67875
Bread,3/31/18,2018,3,Sat,Cool Season,03-Early Evening,9,33,3.666666667
Bread,4/1/18,2018,4,Sun,Cool Season,01-Morning,47,235.45,5.009574468
Bread,4/1/18,2018,4,Sun,Cool Season,02-Afternoon,13,64.95,4.996153846
Bread,4/2/18,2018,4,Mon,Cool Season,01-Morning,16,60.5,3.78125
Bread,4/2/18,2018,4,Mon,Cool Season,02-Afternoon,17,67.25,3.955882353
Bread,4/2/18,2018,4,Mon,Cool Season,03-Early Evening,17,75.9,4.464705882
Bread,4/2/18,2018,4,Mon,Cool Season,04-Evening,3,17.4,5.8
Bread,4/3/18,2018,4,Tue,Cool Season,01-Morning,11,45,4.090909091
Bread,4/3/18,2018,4,Tue,Cool Season,02-Afternoon,17,62.9,3.7
Bread,4/3/18,2018,4,Tue,Cool Season,03-Early Evening,29,102.45,3.532758621
Bread,4/3/18,2018,4,Tue,Cool Season,04-Evening,7,23.1,3.3
Bread,4/4/18,2018,4,Wed,Cool Season,01-Morning,19,75.5,3.973684211
Bread,4/4/18,2018,4,Wed,Cool Season,02-Afternoon,22,77.95,3.543181818
Bread,4/4/18,2018,4,Wed,Cool Season,03-Early Evening,19,78.5,4.131578947
Bread,4/4/18,2018,4,Wed,Cool Season,04-Evening,12,39.15,3.2625
Bread,4/5/18,2018,4,Thu,Cool Season,01-Morning,18,65.5,3.638888889
Bread,4/5/18,2018,4,Thu,Cool Season,02-Afternoon,25,91.6,3.664
Bread,4/5/18,2018,4,Thu,Cool Season,03-Early Evening,27,92.75,3.435185185
Bread,4/5/18,2018,4,Thu,Cool Season,04-Evening,16,55.65,3.478125
Bread,4/6/18,2018,4,Fri,Cool Season,01-Morning,16,58.45,3.653125
Bread,4/6/18,2018,4,Fri,Cool Season,02-Afternoon,27,105.3,3.9
Bread,4/6/18,2018,4,Fri,Cool Season,03-Early Evening,26,105.5,4.057692308
Bread,4/6/18,2018,4,Fri,Cool Season,04-Evening,9,33.5,3.722222222
Bread,4/7/18,2018,4,Sat,Cool Season,01-Morning,44,194.5,4.420454545
Bread,4/7/18,2018,4,Sat,Cool Season,02-Afternoon,41,181,4.414634146
Bread,4/7/18,2018,4,Sat,Cool Season,03-Early Evening,18,84.4,4.688888889
Bread,4/8/18,2018,4,Sun,Cool Season,01-Morning,37,143.55,3.87972973
Bread,4/8/18,2018,4,Sun,Cool Season,02-Afternoon,35,126.15,3.604285714
Bread,4/8/18,2018,4,Sun,Cool Season,03-Early Evening,1,3.5,3.5
Bread,4/9/18,2018,4,Mon,Cool Season,01-Morning,18,67.6,3.755555556
Bread,4/9/18,2018,4,Mon,Cool Season,02-Afternoon,24,84.5,3.520833333
Bread,4/9/18,2018,4,Mon,Cool Season,03-Early Evening,36,133.15,3.698611111
Bread,4/9/18,2018,4,Mon,Cool Season,04-Evening,13,46.1,3.546153846
Bread,4/10/18,2018,4,Tue,Cool Season,01-Morning,13,54.75,4.211538462
Bread,4/10/18,2018,4,Tue,Cool Season,02-Afternoon,23,90,3.913043478
Bread,4/10/18,2018,4,Tue,Cool Season,03-Early Evening,19,79.5,4.184210526
Bread,4/10/18,2018,4,Tue,Cool Season,04-Evening,10,48.05,4.805
Bread,4/11/18,2018,4,Wed,Cool Season,01-Morning,27,107.8,3.992592593
Bread,4/11/18,2018,4,Wed,Cool Season,02-Afternoon,35,121.25,3.464285714
Bread,4/11/18,2018,4,Wed,Cool Season,03-Early Evening,16,64.8,4.05
Bread,4/11/18,2018,4,Wed,Cool Season,04-Evening,10,29.65,2.965
Bread,4/12/18,2018,4,Thu,Cool Season,01-Morning,6,28.8,4.8
Bread,4/12/18,2018,4,Thu,Cool Season,02-Afternoon,24,86.45,3.602083333
Bread,4/12/18,2018,4,Thu,Cool Season,03-Early Evening,21,84.25,4.011904762
Bread,4/12/18,2018,4,Thu,Cool Season,04-Evening,11,42,3.818181818
Bread,4/13/18,2018,4,Fri,Cool Season,01-Morning,15,54.6,3.64
Bread,4/13/18,2018,4,Fri,Cool Season,02-Afternoon,31,113.1,3.648387097
Bread,4/13/18,2018,4,Fri,Cool Season,03-Early Evening,21,93.5,4.452380952
Bread,4/13/18,2018,4,Fri,Cool Season,04-Evening,9,33.5,3.722222222
Bread,4/14/18,2018,4,Sat,Cool Season,01-Morning,38,169.5,4.460526316
Bread,4/14/18,2018,4,Sat,Cool Season,02-Afternoon,58,240,4.137931034
Bread,4/14/18,2018,4,Sat,Cool Season,03-Early Evening,13,63,4.846153846
Bread,4/14/18,2018,4,Sat,Cool Season,04-Evening,1,3.5,3.5
Bread,4/15/18,2018,4,Sun,Cool Season,01-Morning,34,172.2,5.064705882
Bread,4/15/18,2018,4,Sun,Cool Season,02-Afternoon,36,140.5,3.902777778
Bread,4/15/18,2018,4,Sun,Cool Season,03-Early Evening,3,8.5,2.833333333
Bread,4/16/18,2018,4,Mon,Cool Season,01-Morning,4,17.5,4.375
Bread,4/16/18,2018,4,Mon,Cool Season,02-Afternoon,4,13,3.25
Bread,4/16/18,2018,4,Mon,Cool Season,04-Evening,42,136.15,3.241666667
Bread,4/17/18,2018,4,Tue,Cool Season,01-Morning,14,46.05,3.289285714
Bread,4/17/18,2018,4,Tue,Cool Season,02-Afternoon,4,16.45,4.1125
Bread,4/17/18,2018,4,Tue,Cool Season,04-Evening,28,96.65,3.451785714
Bread,4/18/18,2018,4,Wed,Cool Season,01-Morning,19,68.5,3.605263158
Bread,4/18/18,2018,4,Wed,Cool Season,02-Afternoon,6,13.5,2.25
Bread,4/18/18,2018,4,Wed,Cool Season,04-Evening,37,130.45,3.525675676
Bread,4/19/18,2018,4,Thu,Cool Season,01-Morning,9,40,4.444444444
Bread,4/19/18,2018,4,Thu,Cool Season,04-Evening,30,99,3.3
Bread,4/20/18,2018,4,Fri,Cool Season,01-Morning,12,47,3.916666667
Bread,4/20/18,2018,4,Fri,Cool Season,02-Afternoon,6,18,3
Bread,4/20/18,2018,4,Fri,Cool Season,04-Evening,33,121.3,3.675757576
Bread,4/21/18,2018,4,Sat,Cool Season,01-Morning,49,183.15,3.737755102
Bread,4/21/18,2018,4,Sat,Cool Season,02-Afternoon,16,60,3.75
Bread,4/21/18,2018,4,Sat,Cool Season,04-Evening,38,149.9,3.944736842
Bread,4/22/18,2018,4,Sun,Cool Season,01-Morning,43,174.1,4.048837209
Bread,4/22/18,2018,4,Sun,Cool Season,02-Afternoon,9,39.2,4.355555556
Bread,4/22/18,2018,4,Sun,Cool Season,04-Evening,21,87.5,4.166666667
Bread,4/23/18,2018,4,Mon,Cool Season,01-Morning,13,49.15,3.780769231
Bread,4/23/18,2018,4,Mon,Cool Season,02-Afternoon,4,13,3.25
Bread,4/23/18,2018,4,Mon,Cool Season,04-Evening,22,85.65,3.893181818
Bread,4/24/18,2018,4,Tue,Cool Season,01-Morning,10,33.25,3.325
Bread,4/24/18,2018,4,Tue,Cool Season,02-Afternoon,2,5.65,2.825
Bread,4/24/18,2018,4,Tue,Cool Season,04-Evening,32,130.2,4.06875
Bread,4/25/18,2018,4,Wed,Cool Season,01-Morning,15,59.15,3.943333333
Bread,4/25/18,2018,4,Wed,Cool Season,02-Afternoon,2,7.5,3.75
Bread,4/25/18,2018,4,Wed,Cool Season,04-Evening,45,165.5,3.677777778
Bread,4/26/18,2018,4,Thu,Cool Season,01-Morning,7,24.5,3.5
Bread,4/26/18,2018,4,Thu,Cool Season,02-Afternoon,2,17.5,8.75
Bread,4/26/18,2018,4,Thu,Cool Season,04-Evening,36,121.4,3.372222222
Bread,4/27/18,2018,4,Fri,Cool Season,01-Morning,15,65.3,4.353333333
Bread,4/27/18,2018,4,Fri,Cool Season,02-Afternoon,5,16.9,3.38
Bread,4/27/18,2018,4,Fri,Cool Season,04-Evening,35,134.25,3.835714286
Bread,4/28/18,2018,4,Sat,Cool Season,01-Morning,52,248.95,4.7875
Bread,4/28/18,2018,4,Sat,Cool Season,02-Afternoon,12,66.8,5.566666667
Bread,4/28/18,2018,4,Sat,Cool Season,04-Evening,34,134.65,3.960294118
Bread,4/29/18,2018,4,Sun,Cool Season,01-Morning,37,160.65,4.341891892
Bread,4/29/18,2018,4,Sun,Cool Season,02-Afternoon,10,43,4.3
Bread,4/29/18,2018,4,Sun,Cool Season,04-Evening,28,121.9,4.353571429
Bread,4/30/18,2018,4,Mon,Cool Season,01-Morning,17,70,4.117647059
Bread,4/30/18,2018,4,Mon,Cool Season,02-Afternoon,20,82.8,4.14
Bread,4/30/18,2018,4,Mon,Cool Season,03-Early Evening,28,110.75,3.955357143
Bread,4/30/18,2018,4,Mon,Cool Season,04-Evening,7,24.1,3.442857143
Bread,5/1/18,2018,5,Tue,Cool Season,01-Morning,9,30.15,3.35
Bread,5/1/18,2018,5,Tue,Cool Season,02-Afternoon,20,98.4,4.92
Bread,5/1/18,2018,5,Tue,Cool Season,03-Early Evening,22,81.15,3.688636364
Bread,5/1/18,2018,5,Tue,Cool Season,04-Evening,11,33.5,3.045454545
Bread,5/2/18,2018,5,Wed,Cool Season,01-Morning,18,57.95,3.219444444
Bread,5/2/18,2018,5,Wed,Cool Season,02-Afternoon,24,87.1,3.629166667
Bread,5/2/18,2018,5,Wed,Cool Season,03-Early Evening,21,75.3,3.585714286
Bread,5/2/18,2018,5,Wed,Cool Season,04-Evening,5,21,4.2
Bread,5/3/18,2018,5,Thu,Cool Season,01-Morning,7,25,3.571428571
Bread,5/3/18,2018,5,Thu,Cool Season,02-Afternoon,17,61.65,3.626470588
Bread,5/3/18,2018,5,Thu,Cool Season,03-Early Evening,27,102.7,3.803703704
Bread,5/3/18,2018,5,Thu,Cool Season,04-Evening,6,15.5,2.583333333
Bread,5/4/18,2018,5,Fri,Cool Season,01-Morning,21,80.6,3.838095238
Bread,5/4/18,2018,5,Fri,Cool Season,02-Afternoon,27,98.1,3.633333333
Bread,5/4/18,2018,5,Fri,Cool Season,03-Early Evening,16,70,4.375
Bread,5/4/18,2018,5,Fri,Cool Season,04-Evening,3,14.5,4.833333333
Bread,5/5/18,2018,5,Sat,Cool Season,01-Morning,55,263.5,4.790909091
Bread,5/5/18,2018,5,Sat,Cool Season,02-Afternoon,36,155.15,4.309722222
Bread,5/5/18,2018,5,Sat,Cool Season,03-Early Evening,8,30.5,3.8125
Bread,5/5/18,2018,5,Sat,Cool Season,04-Evening,1,4.5,4.5
Bread,5/6/18,2018,5,Sun,Cool Season,01-Morning,31,134.95,4.353225806
Bread,5/6/18,2018,5,Sun,Cool Season,02-Afternoon,31,122,3.935483871
Bread,5/6/18,2018,5,Sun,Cool Season,03-Early Evening,1,3.5,3.5
Bread,5/7/18,2018,5,Mon,Cool Season,01-Morning,14,48,3.428571429
Bread,5/7/18,2018,5,Mon,Cool Season,02-Afternoon,21,74.95,3.569047619
Bread,5/7/18,2018,5,Mon,Cool Season,03-Early Evening,23,83.65,3.636956522
Bread,5/7/18,2018,5,Mon,Cool Season,04-Evening,9,34,3.777777778
Bread,5/8/18,2018,5,Tue,Cool Season,01-Morning,7,39.65,5.664285714
Bread,5/8/18,2018,5,Tue,Cool Season,02-Afternoon,17,68.35,4.020588235
Bread,5/8/18,2018,5,Tue,Cool Season,03-Early Evening,17,58.65,3.45
Bread,5/8/18,2018,5,Tue,Cool Season,04-Evening,5,16.75,3.35
Bread,5/9/18,2018,5,Wed,Cool Season,01-Morning,20,72.9,3.645
Bread,5/9/18,2018,5,Wed,Cool Season,02-Afternoon,14,68.4,4.885714286
Bread,5/9/18,2018,5,Wed,Cool Season,03-Early Evening,16,63.5,3.96875
Bread,5/9/18,2018,5,Wed,Cool Season,04-Evening,10,36.5,3.65
Bread,5/10/18,2018,5,Thu,Cool Season,01-Morning,13,65.05,5.003846154
Bread,5/10/18,2018,5,Thu,Cool Season,02-Afternoon,18,69.5,3.861111111
Bread,5/10/18,2018,5,Thu,Cool Season,03-Early Evening,28,116.8,4.171428571
Bread,5/10/18,2018,5,Thu,Cool Season,04-Evening,9,31.65,3.516666667
Bread,5/11/18,2018,5,Fri,Cool Season,01-Morning,32,125.5,3.921875
Bread,5/11/18,2018,5,Fri,Cool Season,02-Afternoon,20,74.9,3.745
Bread,5/11/18,2018,5,Fri,Cool Season,03-Early Evening,24,97.65,4.06875
Bread,5/11/18,2018,5,Fri,Cool Season,04-Evening,8,28,3.5
Bread,5/12/18,2018,5,Sat,Cool Season,01-Morning,55,242.9,4.416363636
Bread,5/12/18,2018,5,Sat,Cool Season,02-Afternoon,39,180.9,4.638461538
Bread,5/12/18,2018,5,Sat,Cool Season,03-Early Evening,11,42.5,3.863636364
Bread,5/12/18,2018,5,Sat,Cool Season,04-Evening,1,3.5,3.5
Bread,5/13/18,2018,5,Sun,Cool Season,01-Morning,44,171.75,3.903409091
Bread,5/13/18,2018,5,Sun,Cool Season,02-Afternoon,45,213.7,4.748888889
Bread,5/13/18,2018,5,Sun,Cool Season,03-Early Evening,2,7,3.5
Bread,5/14/18,2018,5,Mon,Cool Season,01-Morning,8,25.3,3.1625
Bread,5/14/18,2018,5,Mon,Cool Season,02-Afternoon,17,64.5,3.794117647
Bread,5/14/18,2018,5,Mon,Cool Season,03-Early Evening,20,70.05,3.5025
Bread,5/14/18,2018,5,Mon,Cool Season,04-Evening,7,22.75,3.25
Bread,5/15/18,2018,5,Tue,Cool Season,01-Morning,10,48.1,4.81
Bread,5/15/18,2018,5,Tue,Cool Season,02-Afternoon,21,71.5,3.404761905
Bread,5/15/18,2018,5,Tue,Cool Season,03-Early Evening,26,110.15,4.236538462
Bread,5/15/18,2018,5,Tue,Cool Season,04-Evening,11,35.6,3.236363636
Bread,5/16/18,2018,5,Wed,Cool Season,01-Morning,13,49.65,3.819230769
Bread,5/16/18,2018,5,Wed,Cool Season,02-Afternoon,20,67.05,3.3525
Bread,5/16/18,2018,5,Wed,Cool Season,03-Early Evening,29,95.65,3.298275862
Bread,5/16/18,2018,5,Wed,Cool Season,04-Evening,7,31.5,4.5
Bread,5/17/18,2018,5,Thu,Cool Season,01-Morning,10,37.5,3.75
Bread,5/17/18,2018,5,Thu,Cool Season,02-Afternoon,27,94.65,3.505555556
Bread,5/17/18,2018,5,Thu,Cool Season,03-Early Evening,25,106,4.24
Bread,5/17/18,2018,5,Thu,Cool Season,04-Evening,7,21,3
Bread,5/18/18,2018,5,Fri,Cool Season,01-Morning,21,71.8,3.419047619
Bread,5/18/18,2018,5,Fri,Cool Season,02-Afternoon,27,111.3,4.122222222
Bread,5/18/18,2018,5,Fri,Cool Season,03-Early Evening,23,95.5,4.152173913
Bread,5/18/18,2018,5,Fri,Cool Season,04-Evening,5,18.1,3.62
Bread,5/19/18,2018,5,Sat,Cool Season,01-Morning,46,226.55,4.925
Bread,5/19/18,2018,5,Sat,Cool Season,02-Afternoon,30,122.5,4.083333333
Bread,5/19/18,2018,5,Sat,Cool Season,03-Early Evening,10,60.5,6.05
Bread,5/19/18,2018,5,Sat,Cool Season,04-Evening,2,14.5,7.25
Bread,5/20/18,2018,5,Sun,Cool Season,01-Morning,30,119.65,3.988333333
Bread,5/20/18,2018,5,Sun,Cool Season,02-Afternoon,31,100,3.225806452
Bread,5/20/18,2018,5,Sun,Cool Season,03-Early Evening,3,10.5,3.5
Bread,5/21/18,2018,5,Mon,Cool Season,01-Morning,9,36.4,4.044444444
Bread,5/21/18,2018,5,Mon,Cool Season,02-Afternoon,20,92.2,4.61
Bread,5/21/18,2018,5,Mon,Cool Season,03-Early Evening,33,114.45,3.468181818
Bread,5/21/18,2018,5,Mon,Cool Season,04-Evening,5,12.45,2.49
Bread,5/22/18,2018,5,Tue,Cool Season,01-Morning,7,32.25,4.607142857
Bread,5/22/18,2018,5,Tue,Cool Season,02-Afternoon,29,115.35,3.977586207
Bread,5/22/18,2018,5,Tue,Cool Season,03-Early Evening,25,93.15,3.726
Bread,5/22/18,2018,5,Tue,Cool Season,04-Evening,9,26.5,2.944444444
Bread,5/23/18,2018,5,Wed,Cool Season,01-Morning,21,84.25,4.011904762
Bread,5/23/18,2018,5,Wed,Cool Season,02-Afternoon,19,74.15,3.902631579
Bread,5/23/18,2018,5,Wed,Cool Season,03-Early Evening,20,64,3.2
Bread,5/23/18,2018,5,Wed,Cool Season,04-Evening,6,23,3.833333333
Bread,5/24/18,2018,5,Thu,Cool Season,01-Morning,12,44.95,3.745833333
Bread,5/24/18,2018,5,Thu,Cool Season,02-Afternoon,22,81.45,3.702272727
Bread,5/24/18,2018,5,Thu,Cool Season,03-Early Evening,20,69.5,3.475
Bread,5/24/18,2018,5,Thu,Cool Season,04-Evening,5,22.3,4.46
Bread,5/25/18,2018,5,Fri,Cool Season,01-Morning,16,74.65,4.665625
Bread,5/25/18,2018,5,Fri,Cool Season,02-Afternoon,23,72.4,3.147826087
Bread,5/25/18,2018,5,Fri,Cool Season,03-Early Evening,18,80.3,4.461111111
Bread,5/25/18,2018,5,Fri,Cool Season,04-Evening,4,18.5,4.625
Bread,5/26/18,2018,5,Sat,Cool Season,01-Morning,49,241.5,4.928571429
Bread,5/26/18,2018,5,Sat,Cool Season,02-Afternoon,21,84.65,4.030952381
Bread,5/26/18,2018,5,Sat,Cool Season,03-Early Evening,7,35,5
Bread,5/27/18,2018,5,Sun,Cool Season,01-Morning,28,114.5,4.089285714
Bread,5/27/18,2018,5,Sun,Cool Season,02-Afternoon,15,81,5.4
Bread,5/28/18,2018,5,Mon,Cool Season,01-Morning,16,78.5,4.90625
Bread,5/28/18,2018,5,Mon,Cool Season,02-Afternoon,7,38,5.428571429
Bread,5/29/18,2018,5,Tue,Cool Season,01-Morning,12,45.5,3.791666667
Bread,5/29/18,2018,5,Tue,Cool Season,02-Afternoon,25,95.05,3.802
Bread,5/29/18,2018,5,Tue,Cool Season,03-Early Evening,18,64.75,3.597222222
Bread,5/29/18,2018,5,Tue,Cool Season,04-Evening,8,28.5,3.5625
Bread,5/30/18,2018,5,Wed,Cool Season,01-Morning,15,61,4.066666667
Bread,5/30/18,2018,5,Wed,Cool Season,02-Afternoon,26,100.45,3.863461538
Bread,5/30/18,2018,5,Wed,Cool Season,03-Early Evening,23,84,3.652173913
Bread,5/30/18,2018,5,Wed,Cool Season,04-Evening,5,20.3,4.06
Bread,5/31/18,2018,5,Thu,Cool Season,01-Morning,11,50.6,4.6
Bread,5/31/18,2018,5,Thu,Cool Season,02-Afternoon,10,33.65,3.365
Bread,5/31/18,2018,5,Thu,Cool Season,03-Early Evening,23,85.25,3.706521739
Bread,5/31/18,2018,5,Thu,Cool Season,04-Evening,7,27,3.857142857
Bread,6/1/18,2018,6,Fri,Hot Season,01-Morning,23,83.6,3.634782609
Bread,6/1/18,2018,6,Fri,Hot Season,02-Afternoon,27,125.6,4.651851852
Bread,6/1/18,2018,6,Fri,Hot Season,03-Early Evening,16,66.5,4.15625
Bread,6/1/18,2018,6,Fri,Hot Season,04-Evening,4,13,3.25
Bread,6/2/18,2018,6,Sat,Hot Season,01-Morning,61,264.8,4.340983607
Bread,6/2/18,2018,6,Sat,Hot Season,02-Afternoon,49,244.05,4.980612245
Bread,6/2/18,2018,6,Sat,Hot Season,03-Early Evening,6,32,5.333333333
Bread,6/2/18,2018,6,Sat,Hot Season,04-Evening,1,3.5,3.5
Bread,6/3/18,2018,6,Sun,Hot Season,01-Morning,35,175.15,5.004285714
Bread,6/3/18,2018,6,Sun,Hot Season,02-Afternoon,24,97,4.041666667
Bread,6/3/18,2018,6,Sun,Hot Season,03-Early Evening,3,10.5,3.5
Bread,6/4/18,2018,6,Mon,Hot Season,01-Morning,13,49.45,3.803846154
Bread,6/4/18,2018,6,Mon,Hot Season,02-Afternoon,26,109.6,4.215384615
Bread,6/4/18,2018,6,Mon,Hot Season,03-Early Evening,23,81.4,3.539130435
Bread,6/4/18,2018,6,Mon,Hot Season,04-Evening,4,13.65,3.4125
Bread,6/5/18,2018,6,Tue,Hot Season,01-Morning,12,42,3.5
Bread,6/5/18,2018,6,Tue,Hot Season,02-Afternoon,23,80.35,3.493478261
Bread,6/5/18,2018,6,Tue,Hot Season,03-Early Evening,30,109.65,3.655
Bread,6/5/18,2018,6,Tue,Hot Season,04-Evening,3,10.1,3.366666667
Bread,6/6/18,2018,6,Wed,Hot Season,01-Morning,20,81.3,4.065
Bread,6/6/18,2018,6,Wed,Hot Season,02-Afternoon,35,131.05,3.744285714
Bread,6/6/18,2018,6,Wed,Hot Season,03-Early Evening,14,48,3.428571429
Bread,6/6/18,2018,6,Wed,Hot Season,04-Evening,6,23,3.833333333
Bread,6/7/18,2018,6,Thu,Hot Season,01-Morning,7,29.15,4.164285714
Bread,6/7/18,2018,6,Thu,Hot Season,02-Afternoon,25,104,4.16
Bread,6/7/18,2018,6,Thu,Hot Season,03-Early Evening,27,94.7,3.507407407
Bread,6/7/18,2018,6,Thu,Hot Season,04-Evening,5,23.25,4.65
Bread,6/8/18,2018,6,Fri,Hot Season,01-Morning,21,77.5,3.69047619
Bread,6/8/18,2018,6,Fri,Hot Season,02-Afternoon,29,123.45,4.256896552
Bread,6/8/18,2018,6,Fri,Hot Season,03-Early Evening,32,133.25,4.1640625
Bread,6/8/18,2018,6,Fri,Hot Season,04-Evening,5,19,3.8
Bread,6/9/18,2018,6,Sat,Hot Season,01-Morning,49,246.55,5.031632653
Bread,6/9/18,2018,6,Sat,Hot Season,02-Afternoon,31,125,4.032258065
Bread,6/9/18,2018,6,Sat,Hot Season,03-Early Evening,8,34,4.25
Bread,6/9/18,2018,6,Sat,Hot Season,04-Evening,1,3.5,3.5
Bread,6/10/18,2018,6,Sun,Hot Season,01-Morning,30,112.55,3.751666667
Bread,6/10/18,2018,6,Sun,Hot Season,02-Afternoon,21,97.5,4.642857143
